"","pais","sexo","rango_edad","tasa_suicidio"
"2229","Bahamas"," Female","40to49",0.5
"2230","Bahrain"," Both sexes","40to49",6.1
"2231","Bahrain"," Male","40to49",8.6
"2232","Bahrain"," Female","40to49",1.4
"2233","Bangladesh"," Both sexes","40to49",4.6
"2234","Bangladesh"," Male","40to49",4.8
"2235","Bangladesh"," Female","40to49",4.5
"2236","Barbados"," Both sexes","40to49",0.4
"2237","Barbados"," Male","40to49",0.9
"2238","Barbados"," Female","40to49",0
"2239","Belarus"," Both sexes","40to49",39.9
"2240","Belarus"," Male","40to49",70.4
"2241","Belarus"," Female","40to49",11.8
"2242","Belgium"," Both sexes","40to49",29.1
"2243","Belgium"," Male","40to49",40.2
"2244","Belgium"," Female","40to49",17.6
"2245","Belize"," Both sexes","40to49",7.2
"2246","Belize"," Male","40to49",12.8
"2247","Belize"," Female","40to49",1.9
"2248","Benin"," Both sexes","40to49",15.6
"2249","Benin"," Male","40to49",22.6
"2250","Benin"," Female","40to49",9
"2251","Bhutan"," Both sexes","40to49",19.3
"2252","Bhutan"," Male","40to49",23.3
"2253","Bhutan"," Female","40to49",14.5
"2254","Bolivia (Plurinational State of)"," Both sexes","40to49",15.6
"2255","Bolivia (Plurinational State of)"," Male","40to49",21.2
"2256","Bolivia (Plurinational State of)"," Female","40to49",10.1
"2257","Bosnia and Herzegovina"," Both sexes","40to49",11.1
"2258","Bosnia and Herzegovina"," Male","40to49",18.4
"2259","Bosnia and Herzegovina"," Female","40to49",3.9
"2260","Botswana"," Both sexes","40to49",15.3
"2261","Botswana"," Male","40to49",23.5
"2262","Botswana"," Female","40to49",7.4
"2263","Brazil"," Both sexes","40to49",8.6
"2264","Brazil"," Male","40to49",13.6
"2265","Brazil"," Female","40to49",4
"2266","Brunei Darussalam"," Both sexes","40to49",7.8
"2267","Brunei Darussalam"," Male","40to49",11.3
"2268","Brunei Darussalam"," Female","40to49",4.1
"2269","Bulgaria"," Both sexes","40to49",10.3
"2270","Bulgaria"," Male","40to49",16.2
"2271","Bulgaria"," Female","40to49",4.1
"2272","Burkina Faso"," Both sexes","40to49",13.9
"2273","Burkina Faso"," Male","40to49",21.2
"2274","Burkina Faso"," Female","40to49",7.1
"2275","Burundi"," Both sexes","40to49",15.1
"2276","Burundi"," Male","40to49",22.6
"2277","Burundi"," Female","40to49",7.9
"2278","Cabo Verde"," Both sexes","40to49",16.8
"2279","Cabo Verde"," Male","40to49",26.2
"2280","Cabo Verde"," Female","40to49",7.1
"2281","Cambodia"," Both sexes","40to49",6.8
"2282","Cambodia"," Male","40to49",10.8
"2283","Cambodia"," Female","40to49",3.2
"2284","Cameroon"," Both sexes","40to49",18.8
"2285","Cameroon"," Male","40to49",27.2
"2286","Cameroon"," Female","40to49",10.4
"2287","Canada"," Both sexes","40to49",17.4
"2288","Canada"," Male","40to49",25.3
"2289","Canada"," Female","40to49",9.5
"2290","Central African Republic"," Both sexes","40to49",12.6
"2291","Central African Republic"," Male","40to49",19.5
"2292","Central African Republic"," Female","40to49",5.7
"2293","Chad"," Both sexes","40to49",16.7
"2294","Chad"," Male","40to49",19.8
"2295","Chad"," Female","40to49",13.5
"2296","Chile"," Both sexes","40to49",14.4
"2297","Chile"," Male","40to49",23.2
"2298","Chile"," Female","40to49",5.6
"2299","China"," Both sexes","40to49",6.3
"2300","China"," Male","40to49",4.8
"2301","China"," Female","40to49",7.8
"2302","Colombia"," Both sexes","40to49",7
"2303","Colombia"," Male","40to49",11.9
"2304","Colombia"," Female","40to49",2.3
"2305","Comoros"," Both sexes","40to49",11.4
"2306","Comoros"," Male","40to49",17.2
"2307","Comoros"," Female","40to49",5.5
"2308","Congo"," Both sexes","40to49",9.5
"2309","Congo"," Male","40to49",13.4
"2310","Congo"," Female","40to49",5.6
"2311","Costa Rica"," Both sexes","40to49",10.4
"2312","Costa Rica"," Male","40to49",18
"2313","Costa Rica"," Female","40to49",2.9
"2314","Côte d'Ivoire"," Both sexes","40to49",23.6
"2315","Côte d'Ivoire"," Male","40to49",32.9
"2316","Côte d'Ivoire"," Female","40to49",13.7
"2317","Croatia"," Both sexes","40to49",17
"2318","Croatia"," Male","40to49",23.7
"2319","Croatia"," Female","40to49",10.2
"2320","Cuba"," Both sexes","40to49",13.8
"2321","Cuba"," Male","40to49",22.1
"2322","Cuba"," Female","40to49",5.4
"2323","Cyprus"," Both sexes","40to49",6.2
"2324","Cyprus"," Male","40to49",11
"2325","Cyprus"," Female","40to49",1.7
"2326","Czechia"," Both sexes","40to49",15.8
"2327","Czechia"," Male","40to49",25.5
"2328","Czechia"," Female","40to49",5.6
"2329","Democratic People's Republic of Korea"," Both sexes","40to49",7.9
"2330","Democratic People's Republic of Korea"," Male","40to49",9.4
"2331","Democratic People's Republic of Korea"," Female","40to49",6.3
"2332","Democratic Republic of the Congo"," Both sexes","40to49",9.5
"2333","Democratic Republic of the Congo"," Male","40to49",15
"2334","Democratic Republic of the Congo"," Female","40to49",4.2
"2335","Denmark"," Both sexes","40to49",16.7
"2336","Denmark"," Male","40to49",25.7
"2337","Denmark"," Female","40to49",7.5
"2338","Djibouti"," Both sexes","40to49",8
"2339","Djibouti"," Male","40to49",11
"2340","Djibouti"," Female","40to49",5.1
"2341","Dominican Republic"," Both sexes","40to49",13.4
"2342","Dominican Republic"," Male","40to49",23.8
"2343","Dominican Republic"," Female","40to49",3.3
"2344","Ecuador"," Both sexes","40to49",7.1
"2345","Ecuador"," Male","40to49",12
"2346","Ecuador"," Female","40to49",2.3
"2347","Egypt"," Both sexes","40to49",5.1
"2348","Egypt"," Male","40to49",8.8
"2349","Egypt"," Female","40to49",1.4
"2350","El Salvador"," Both sexes","40to49",13.1
"2351","El Salvador"," Male","40to49",25.6
"2352","El Salvador"," Female","40to49",3.4
"2353","Equatorial Guinea"," Both sexes","40to49",23.5
"2354","Equatorial Guinea"," Male","40to49",31.9
"2355","Equatorial Guinea"," Female","40to49",11.3
"2356","Eritrea"," Both sexes","40to49",14.5
"2357","Eritrea"," Male","40to49",23.8
"2358","Eritrea"," Female","40to49",5.7
"2359","Estonia"," Both sexes","40to49",17.8
"2360","Estonia"," Male","40to49",29.3
"2361","Estonia"," Female","40to49",6.3
"2362","Eswatini"," Both sexes","40to49",22.8
"2363","Eswatini"," Male","40to49",34.4
"2364","Eswatini"," Female","40to49",13.5
"2365","Ethiopia"," Both sexes","40to49",11.5
"2366","Ethiopia"," Male","40to49",18.5
"2367","Ethiopia"," Female","40to49",4.5
"2368","Fiji"," Both sexes","40to49",6.4
"2369","Fiji"," Male","40to49",10.9
"2370","Fiji"," Female","40to49",1.7
"2371","Finland"," Both sexes","40to49",19.9
"2372","Finland"," Male","40to49",30.5
"2373","Finland"," Female","40to49",8.9
"2374","France"," Both sexes","40to49",21.8
"2375","France"," Male","40to49",33.9
"2376","France"," Female","40to49",9.6
"2377","Gabon"," Both sexes","40to49",8.3
"2378","Gabon"," Male","40to49",12
"2379","Gabon"," Female","40to49",4
"2380","Gambia"," Both sexes","40to49",6.4
"2381","Gambia"," Male","40to49",8.8
"2382","Gambia"," Female","40to49",4.2
"2383","Georgia"," Both sexes","40to49",9.7
"2384","Georgia"," Male","40to49",17.6
"2385","Georgia"," Female","40to49",2.2
"2386","Germany"," Both sexes","40to49",13.3
"2387","Germany"," Male","40to49",19.3
"2388","Germany"," Female","40to49",7.1
"2389","Ghana"," Both sexes","40to49",7.5
"2390","Ghana"," Male","40to49",13.2
"2391","Ghana"," Female","40to49",2.2
"2392","Greece"," Both sexes","40to49",6.4
"2393","Greece"," Male","40to49",10.3
"2394","Greece"," Female","40to49",2.5
"2395","Grenada"," Both sexes","40to49",0
"2396","Grenada"," Male","40to49",0
"2397","Grenada"," Female","40to49",0
"2398","Guatemala"," Both sexes","40to49",3.5
"2399","Guatemala"," Male","40to49",6.5
"2400","Guatemala"," Female","40to49",0.9
"2401","Guinea"," Both sexes","40to49",8.7
"2402","Guinea"," Male","40to49",11.6
"2403","Guinea"," Female","40to49",5.8
"2404","Guinea-Bissau"," Both sexes","40to49",5.7
"2405","Guinea-Bissau"," Male","40to49",7.5
"2406","Guinea-Bissau"," Female","40to49",4
"2407","Guyana"," Both sexes","40to49",54.8
"2408","Guyana"," Male","40to49",86.5
"2409","Guyana"," Female","40to49",21.8
"2410","Haiti"," Both sexes","40to49",13.6
"2411","Haiti"," Male","40to49",22.3
"2412","Haiti"," Female","40to49",5.6
"2413","Honduras"," Both sexes","40to49",4.4
"2414","Honduras"," Male","40to49",7.1
"2415","Honduras"," Female","40to49",1.9
"2416","Hungary"," Both sexes","40to49",21.3
"2417","Hungary"," Male","40to49",32.7
"2418","Hungary"," Female","40to49",9.8
"2419","Iceland"," Both sexes","40to49",20.4
"2420","Iceland"," Male","40to49",38.2
"2421","Iceland"," Female","40to49",2.4
"2422","India"," Both sexes","40to49",17.7
"2423","India"," Male","40to49",24.2
"2424","India"," Female","40to49",10.9
"2425","Indonesia"," Both sexes","40to49",4.5
"2426","Indonesia"," Male","40to49",6.4
"2427","Indonesia"," Female","40to49",2.6
"2428","Iran (Islamic Republic of)"," Both sexes","40to49",3.5
"2429","Iran (Islamic Republic of)"," Male","40to49",4.7
"2430","Iran (Islamic Republic of)"," Female","40to49",2.3
"2431","Iraq"," Both sexes","40to49",7
"2432","Iraq"," Male","40to49",7.8
"2433","Iraq"," Female","40to49",6.1
"2434","Ireland"," Both sexes","40to49",18
"2435","Ireland"," Male","40to49",29.2
"2436","Ireland"," Female","40to49",6.8
"2437","Israel"," Both sexes","40to49",8.4
"2438","Israel"," Male","40to49",14.3
"2439","Israel"," Female","40to49",2.7
"2440","Italy"," Both sexes","40to49",8.1
"2441","Italy"," Male","40to49",12.4
"2442","Italy"," Female","40to49",3.8
"2443","Jamaica"," Both sexes","40to49",2.7
"2444","Jamaica"," Male","40to49",4.3
"2445","Jamaica"," Female","40to49",1
"2446","Japan"," Both sexes","40to49",20.7
"2447","Japan"," Male","40to49",29.8
"2448","Japan"," Female","40to49",11.3
"2449","Jordan"," Both sexes","40to49",5.2
"2450","Jordan"," Male","40to49",6
"2451","Jordan"," Female","40to49",4.3
"2452","Kazakhstan"," Both sexes","40to49",37.9
"2453","Kazakhstan"," Male","40to49",67.9
"2454","Kazakhstan"," Female","40to49",9.9
"2455","Kenya"," Both sexes","40to49",4.8
"2456","Kenya"," Male","40to49",7.8
"2457","Kenya"," Female","40to49",1.9
"2458","Kiribati"," Both sexes","40to49",11.1
"2459","Kiribati"," Male","40to49",19.7
"2460","Kiribati"," Female","40to49",3.4
"2461","Kuwait"," Both sexes","40to49",2.1
"2462","Kuwait"," Male","40to49",2.7
"2463","Kuwait"," Female","40to49",1
"2464","Kyrgyzstan"," Both sexes","40to49",14.8
"2465","Kyrgyzstan"," Male","40to49",25.8
"2466","Kyrgyzstan"," Female","40to49",4.3
"2467","Lao People's Democratic Republic"," Both sexes","40to49",9.8
"2468","Lao People's Democratic Republic"," Male","40to49",13.6
"2469","Lao People's Democratic Republic"," Female","40to49",6.1
"2470","Latvia"," Both sexes","40to49",25.4
"2471","Latvia"," Male","40to49",43.4
"2472","Latvia"," Female","40to49",8.4
"2473","Lebanon"," Both sexes","40to49",4.5
"2474","Lebanon"," Male","40to49",6.4
"2475","Lebanon"," Female","40to49",2.3
"2476","Lesotho"," Both sexes","40to49",35.7
"2477","Lesotho"," Male","40to49",29.8
"2478","Lesotho"," Female","40to49",40.7
"2479","Liberia"," Both sexes","40to49",9.1
"2480","Liberia"," Male","40to49",11.2
"2481","Liberia"," Female","40to49",7.1
"2482","Libya"," Both sexes","40to49",8.5
"2483","Libya"," Male","40to49",13.7
"2484","Libya"," Female","40to49",3
"2485","Lithuania"," Both sexes","40to49",42.2
"2486","Lithuania"," Male","40to49",75
"2487","Lithuania"," Female","40to49",12
"2488","Luxembourg"," Both sexes","40to49",14.1
"2489","Luxembourg"," Male","40to49",20.5
"2490","Luxembourg"," Female","40to49",7.3
"2491","Madagascar"," Both sexes","40to49",6.6
"2492","Madagascar"," Male","40to49",9.8
"2493","Madagascar"," Female","40to49",3.5
"2494","Malawi"," Both sexes","40to49",6.1
"2495","Malawi"," Male","40to49",10.1
"2496","Malawi"," Female","40to49",2.2
"2497","Malaysia"," Both sexes","40to49",5.9
"2498","Malaysia"," Male","40to49",8.5
"2499","Malaysia"," Female","40to49",3.2
"2500","Maldives"," Both sexes","40to49",1.9
"2501","Maldives"," Male","40to49",2.6
"2502","Maldives"," Female","40to49",0.9
"2503","Mali"," Both sexes","40to49",7.4
"2504","Mali"," Male","40to49",12
"2505","Mali"," Female","40to49",3
"2506","Malta"," Both sexes","40to49",13
"2507","Malta"," Male","40to49",22.1
"2508","Malta"," Female","40to49",3.5
"2509","Mauritania"," Both sexes","40to49",6.8
"2510","Mauritania"," Male","40to49",10.9
"2511","Mauritania"," Female","40to49",2.7
"2512","Mauritius"," Both sexes","40to49",11
"2513","Mauritius"," Male","40to49",18.4
"2514","Mauritius"," Female","40to49",3.5
"2515","Mexico"," Both sexes","40to49",6
"2516","Mexico"," Male","40to49",10.2
"2517","Mexico"," Female","40to49",1.9
"2518","Micronesia (Federated States of)"," Both sexes","40to49",8
"2519","Micronesia (Federated States of)"," Male","40to49",12.7
"2520","Micronesia (Federated States of)"," Female","40to49",4.3
"2521","Mongolia"," Both sexes","40to49",22.2
"2522","Mongolia"," Male","40to49",40
"2523","Mongolia"," Female","40to49",5.1
"2524","Montenegro"," Both sexes","40to49",9.5
"2525","Montenegro"," Male","40to49",14.3
"2526","Montenegro"," Female","40to49",4.8
"2527","Morocco"," Both sexes","40to49",3.4
"2528","Morocco"," Male","40to49",3.1
"2529","Morocco"," Female","40to49",3.7
"2530","Mozambique"," Both sexes","40to49",7.2
"2531","Mozambique"," Male","40to49",11.3
"2532","Mozambique"," Female","40to49",3.8
"2533","Myanmar"," Both sexes","40to49",8.8
"2534","Myanmar"," Male","40to49",6.4
"2535","Myanmar"," Female","40to49",11
"2536","Namibia"," Both sexes","40to49",15.8
"2537","Namibia"," Male","40to49",25.8
"2538","Namibia"," Female","40to49",6.9
"2539","Nepal"," Both sexes","40to49",9.6
"2540","Nepal"," Male","40to49",12.5
"2541","Nepal"," Female","40to49",7
"2542","Netherlands"," Both sexes","40to49",15
"2543","Netherlands"," Male","40to49",20.3
"2544","Netherlands"," Female","40to49",9.7
"2545","New Zealand"," Both sexes","40to49",16.4
"2546","New Zealand"," Male","40to49",27.3
"2547","New Zealand"," Female","40to49",6.5
"2548","Nicaragua"," Both sexes","40to49",12.2
"2549","Nicaragua"," Male","40to49",21.1
"2550","Nicaragua"," Female","40to49",4.5
"2551","Niger"," Both sexes","40to49",7.8
"2552","Niger"," Male","40to49",10.2
"2553","Niger"," Female","40to49",5.4
"2554","Nigeria"," Both sexes","40to49",14.6
"2555","Nigeria"," Male","40to49",17
"2556","Nigeria"," Female","40to49",12.2
"2557","Norway"," Both sexes","40to49",15.1
"2558","Norway"," Male","40to49",20.2
"2559","Norway"," Female","40to49",9.6
"2560","Oman"," Both sexes","40to49",4
"2561","Oman"," Male","40to49",5.1
"2562","Oman"," Female","40to49",0.9
"2563","Pakistan"," Both sexes","40to49",2.9
"2564","Pakistan"," Male","40to49",3.6
"2565","Pakistan"," Female","40to49",2.2
"2566","Panama"," Both sexes","40to49",4.9
"2567","Panama"," Male","40to49",8.7
"2568","Panama"," Female","40to49",1.1
"2569","Papua New Guinea"," Both sexes","40to49",6.5
"2570","Papua New Guinea"," Male","40to49",10
"2571","Papua New Guinea"," Female","40to49",2.8
"2572","Paraguay"," Both sexes","40to49",8.2
"2573","Paraguay"," Male","40to49",11.3
"2574","Paraguay"," Female","40to49",5
"2575","Peru"," Both sexes","40to49",6.8
"2576","Peru"," Male","40to49",10.5
"2577","Peru"," Female","40to49",3.1
"2578","Philippines"," Both sexes","40to49",3.3
"2579","Philippines"," Male","40to49",4.9
"2580","Philippines"," Female","40to49",1.7
"2581","Poland"," Both sexes","40to49",20.8
"2582","Poland"," Male","40to49",35.5
"2583","Poland"," Female","40to49",6
"2584","Portugal"," Both sexes","40to49",13.8
"2585","Portugal"," Male","40to49",22
"2586","Portugal"," Female","40to49",6.1
"2587","Qatar"," Both sexes","40to49",6.1
"2588","Qatar"," Male","40to49",7.5
"2589","Qatar"," Female","40to49",1
"2590","Republic of Korea"," Both sexes","40to49",30.6
"2591","Republic of Korea"," Male","40to49",44.1
"2592","Republic of Korea"," Female","40to49",16.5
"2593","Republic of Moldova"," Both sexes","40to49",23.8
"2594","Republic of Moldova"," Male","40to49",44.5
"2595","Republic of Moldova"," Female","40to49",4.3
"2596","Republic of North Macedonia"," Both sexes","40to49",7.6
"2597","Republic of North Macedonia"," Male","40to49",11.3
"2598","Republic of North Macedonia"," Female","40to49",3.9
"2599","Romania"," Both sexes","40to49",13.3
"2600","Romania"," Male","40to49",22.4
"2601","Romania"," Female","40to49",3.9
"2602","Russian Federation"," Both sexes","40to49",38.4
"2603","Russian Federation"," Male","40to49",70
"2604","Russian Federation"," Female","40to49",9
"2605","Rwanda"," Both sexes","40to49",9.7
"2606","Rwanda"," Male","40to49",14.9
"2607","Rwanda"," Female","40to49",4.9
"2608","Saint Lucia"," Both sexes","40to49",12.7
"2609","Saint Lucia"," Male","40to49",18.7
"2610","Saint Lucia"," Female","40to49",7.1
"2611","Saint Vincent and the Grenadines"," Both sexes","40to49",3.6
"2612","Saint Vincent and the Grenadines"," Male","40to49",5.6
"2613","Saint Vincent and the Grenadines"," Female","40to49",1.4
"2614","Samoa"," Both sexes","40to49",5.3
"2615","Samoa"," Male","40to49",8.7
"2616","Samoa"," Female","40to49",1.5
"2617","Sao Tome and Principe"," Both sexes","40to49",3
"2618","Sao Tome and Principe"," Male","40to49",3.9
"2619","Sao Tome and Principe"," Female","40to49",2.1
"2620","Saudi Arabia"," Both sexes","40to49",4.9
"2621","Saudi Arabia"," Male","40to49",6.3
"2622","Saudi Arabia"," Female","40to49",2.5
"2623","Senegal"," Both sexes","40to49",8.7
"2624","Senegal"," Male","40to49",15.2
"2625","Senegal"," Female","40to49",3.3
"2626","Serbia"," Both sexes","40to49",15.7
"2627","Serbia"," Male","40to49",23.9
"2628","Serbia"," Female","40to49",7.6
"2629","Seychelles"," Both sexes","40to49",13.8
"2630","Seychelles"," Male","40to49",25
"2631","Seychelles"," Female","40to49",3.1
"2632","Sierra Leone"," Both sexes","40to49",15.9
"2633","Sierra Leone"," Male","40to49",17.8
"2634","Sierra Leone"," Female","40to49",14
"2635","Singapore"," Both sexes","40to49",11.3
"2636","Singapore"," Male","40to49",14.8
"2637","Singapore"," Female","40to49",7.9
"2638","Slovakia"," Both sexes","40to49",16.6
"2639","Slovakia"," Male","40to49",29.1
"2640","Slovakia"," Female","40to49",3.8
"2641","Slovenia"," Both sexes","40to49",19.1
"2642","Slovenia"," Male","40to49",30.8
"2643","Slovenia"," Female","40to49",6.6
"2644","Solomon Islands"," Both sexes","40to49",4.3
"2645","Solomon Islands"," Male","40to49",6.6
"2646","Solomon Islands"," Female","40to49",2
"2647","Somalia"," Both sexes","40to49",9.2
"2648","Somalia"," Male","40to49",12.2
"2649","Somalia"," Female","40to49",6.3
"2650","South Africa"," Both sexes","40to49",18.5
"2651","South Africa"," Male","40to49",31.5
"2652","South Africa"," Female","40to49",6.1
"2653","South Sudan"," Both sexes","40to49",5.6
"2654","South Sudan"," Male","40to49",7.3
"2655","South Sudan"," Female","40to49",3.9
"2656","Spain"," Both sexes","40to49",10.6
"2657","Spain"," Male","40to49",15.6
"2658","Spain"," Female","40to49",5.4
"2659","Sri Lanka"," Both sexes","40to49",18.4
"2660","Sri Lanka"," Male","40to49",32.5
"2661","Sri Lanka"," Female","40to49",5
"2662","Sudan"," Both sexes","40to49",11.7
"2663","Sudan"," Male","40to49",18.7
"2664","Sudan"," Female","40to49",4.9
"2665","Suriname"," Both sexes","40to49",30.7
"2666","Suriname"," Male","40to49",51.6
"2667","Suriname"," Female","40to49",9.6
"2668","Sweden"," Both sexes","40to49",16.6
"2669","Sweden"," Male","40to49",23.3
"2670","Sweden"," Female","40to49",9.7
"2671","Switzerland"," Both sexes","40to49",14.9
"2672","Switzerland"," Male","40to49",21.1
"2673","Switzerland"," Female","40to49",8.6
"2674","Syrian Arab Republic"," Both sexes","40to49",3.4
"2675","Syrian Arab Republic"," Male","40to49",5.9
"2676","Syrian Arab Republic"," Female","40to49",1.1
"2677","Tajikistan"," Both sexes","40to49",4.7
"2678","Tajikistan"," Male","40to49",8
"2679","Tajikistan"," Female","40to49",1.5
"2680","Thailand"," Both sexes","40to49",15
"2681","Thailand"," Male","40to49",25.9
"2682","Thailand"," Female","40to49",4.9
"2683","Timor-Leste"," Both sexes","40to49",6.8
"2684","Timor-Leste"," Male","40to49",10.4
"2685","Timor-Leste"," Female","40to49",3
"2686","Togo"," Both sexes","40to49",15.6
"2687","Togo"," Male","40to49",22.7
"2688","Togo"," Female","40to49",8.7
"2689","Tonga"," Both sexes","40to49",3.5
"2690","Tonga"," Male","40to49",4.8
"2691","Tonga"," Female","40to49",2.2
"2692","Trinidad and Tobago"," Both sexes","40to49",17.4
"2693","Trinidad and Tobago"," Male","40to49",29.3
"2694","Trinidad and Tobago"," Female","40to49",5.7
"2695","Tunisia"," Both sexes","40to49",4.5
"2696","Tunisia"," Male","40to49",6.4
"2697","Tunisia"," Female","40to49",2.7
"2698","Turkey"," Both sexes","40to49",6.7
"2699","Turkey"," Male","40to49",11.3
"2700","Turkey"," Female","40to49",2.4
"2701","Turkmenistan"," Both sexes","40to49",10
"2702","Turkmenistan"," Male","40to49",17.6
"2703","Turkmenistan"," Female","40to49",2.8
"2704","Uganda"," Both sexes","40to49",17.9
"2705","Uganda"," Male","40to49",20.2
"2706","Uganda"," Female","40to49",15.6
"2707","Ukraine"," Both sexes","40to49",30.5
"2708","Ukraine"," Male","40to49",55.3
"2709","Ukraine"," Female","40to49",7.8
"2710","United Arab Emirates"," Both sexes","40to49",2.8
"2711","United Arab Emirates"," Male","40to49",3.4
"2712","United Arab Emirates"," Female","40to49",0.9
"2713","United Kingdom of Great Britain and Northern Ireland"," Both sexes","40to49",15
"2714","United Kingdom of Great Britain and Northern Ireland"," Male","40to49",24
"2715","United Kingdom of Great Britain and Northern Ireland"," Female","40to49",6.1
"2716","United Republic of Tanzania"," Both sexes","40to49",9.1
"2717","United Republic of Tanzania"," Male","40to49",12.7
"2718","United Republic of Tanzania"," Female","40to49",5.6
"2719","United States of America"," Both sexes","40to49",19.3
"2720","United States of America"," Male","40to49",28.5
"2721","United States of America"," Female","40to49",10.1
"2722","Uruguay"," Both sexes","40to49",22
"2723","Uruguay"," Male","40to49",33.9
"2724","Uruguay"," Female","40to49",10.4
"2725","Uzbekistan"," Both sexes","40to49",9.7
"2726","Uzbekistan"," Male","40to49",16.7
"2727","Uzbekistan"," Female","40to49",3
"2728","Vanuatu"," Both sexes","40to49",3.8
"2729","Vanuatu"," Male","40to49",6.1
"2730","Vanuatu"," Female","40to49",1.8
"2731","Venezuela (Bolivarian Republic of)"," Both sexes","40to49",4
"2732","Venezuela (Bolivarian Republic of)"," Male","40to49",6.8
"2733","Venezuela (Bolivarian Republic of)"," Female","40to49",1.2
"2734","Viet Nam"," Both sexes","40to49",7.7
"2735","Viet Nam"," Male","40to49",12.8
"2736","Viet Nam"," Female","40to49",2.6
"2737","Yemen"," Both sexes","40to49",12.2
"2738","Yemen"," Male","40to49",17.4
"2739","Yemen"," Female","40to49",7
"2740","Zambia"," Both sexes","40to49",11.8
"2741","Zambia"," Male","40to49",17
"2742","Zambia"," Female","40to49",6.9
"2743","Zimbabwe"," Both sexes","40to49",19.2
"2744","Zimbabwe"," Male","40to49",30.1
"2745","Zimbabwe"," Female","40to49",9.4
"2746","Afghanistan"," Both sexes","30to39",9.2
"2747","Afghanistan"," Male","30to39",15.1
"2748","Afghanistan"," Female","30to39",2.7
"2749","Albania"," Both sexes","30to39",6.1
"2750","Albania"," Male","30to39",8.8
"2751","Albania"," Female","30to39",3.4
"2752","Algeria"," Both sexes","30to39",5.3
"2753","Algeria"," Male","30to39",7.9
"2754","Algeria"," Female","30to39",2.6
"2755","Angola"," Both sexes","30to39",5.4
"2756","Angola"," Male","30to39",8.4
"2757","Angola"," Female","30to39",2.5
"2758","Antigua and Barbuda"," Both sexes","30to39",0
"2759","Antigua and Barbuda"," Male","30to39",0
"2760","Antigua and Barbuda"," Female","30to39",0
"2761","Argentina"," Both sexes","30to39",10.8
"2762","Argentina"," Male","30to39",17.8
"2763","Argentina"," Female","30to39",3.7
"2764","Armenia"," Both sexes","30to39",5.4
"2765","Armenia"," Male","30to39",10.1
"2766","Armenia"," Female","30to39",1.4
"2767","Australia"," Both sexes","30to39",16.3
"2768","Australia"," Male","30to39",24.7
"2769","Australia"," Female","30to39",8
"2770","Austria"," Both sexes","30to39",13.1
"2771","Austria"," Male","30to39",19.9
"2772","Austria"," Female","30to39",6.3
"2773","Azerbaijan"," Both sexes","30to39",3.2
"2774","Azerbaijan"," Male","30to39",5.4
"2775","Azerbaijan"," Female","30to39",1
"2776","Bahamas"," Both sexes","30to39",1.9
"2777","Bahamas"," Male","30to39",3.7
"2778","Bahamas"," Female","30to39",0.2
"2779","Bahrain"," Both sexes","30to39",8.1
"2780","Bahrain"," Male","30to39",10.6
"2781","Bahrain"," Female","30to39",2.7
"2782","Bangladesh"," Both sexes","30to39",6.6
"2783","Bangladesh"," Male","30to39",4.9
"2784","Bangladesh"," Female","30to39",8.2
"2785","Barbados"," Both sexes","30to39",0.4
"2786","Barbados"," Male","30to39",0.8
"2787","Barbados"," Female","30to39",0
"2788","Belarus"," Both sexes","30to39",30.6
"2789","Belarus"," Male","30to39",52.1
"2790","Belarus"," Female","30to39",9
"2791","Belgium"," Both sexes","30to39",18.3
"2792","Belgium"," Male","30to39",28.2
"2793","Belgium"," Female","30to39",8.4
"2794","Belize"," Both sexes","30to39",4
"2795","Belize"," Male","30to39",7.6
"2796","Belize"," Female","30to39",0.6
"2797","Benin"," Both sexes","30to39",13.9
"2798","Benin"," Male","30to39",21.6
"2799","Benin"," Female","30to39",6.2
"2800","Bhutan"," Both sexes","30to39",19.4
"2801","Bhutan"," Male","30to39",23.3
"2802","Bhutan"," Female","30to39",14.3
"2803","Bolivia (Plurinational State of)"," Both sexes","30to39",17
"2804","Bolivia (Plurinational State of)"," Male","30to39",23.4
"2805","Bolivia (Plurinational State of)"," Female","30to39",10.6
"2806","Bosnia and Herzegovina"," Both sexes","30to39",6.7
"2807","Bosnia and Herzegovina"," Male","30to39",10.4
"2808","Bosnia and Herzegovina"," Female","30to39",2.8
"2809","Botswana"," Both sexes","30to39",12.1
"2810","Botswana"," Male","30to39",19.2
"2811","Botswana"," Female","30to39",4.9
"2812","Brazil"," Both sexes","30to39",8.1
"2813","Brazil"," Male","30to39",12.8
"2814","Brazil"," Female","30to39",3.4
"2815","Brunei Darussalam"," Both sexes","30to39",5.4
"2816","Brunei Darussalam"," Male","30to39",8.6
"2817","Brunei Darussalam"," Female","30to39",1.9
"2818","Bulgaria"," Both sexes","30to39",8.8
"2819","Bulgaria"," Male","30to39",14.2
"2820","Bulgaria"," Female","30to39",3.1
"2821","Burkina Faso"," Both sexes","30to39",12
"2822","Burkina Faso"," Male","30to39",15.7
"2823","Burkina Faso"," Female","30to39",8.4
"2824","Burundi"," Both sexes","30to39",12.9
"2825","Burundi"," Male","30to39",19.7
"2826","Burundi"," Female","30to39",6.4
"2827","Cabo Verde"," Both sexes","30to39",8
"2828","Cabo Verde"," Male","30to39",13
"2829","Cabo Verde"," Female","30to39",2.5
"2830","Cambodia"," Both sexes","30to39",9.5
"2831","Cambodia"," Male","30to39",15.4
